chap_num,sent_num,token_num,pos_tuple,pos,token_str,term_str
5,0,6,"('.', '.')",.,.,
5,1,0,"('I', 'PRP')",PRP,I,i
5,1,1,"('just', 'RB')",RB,just,just
5,1,2,"('don', 'VB')",VB,don,don
5,1,3,"('’', 'JJ')",JJ,’,
5,1,4,"('t', 'NN')",NN,t,t
5,1,5,"('believe', 'VBP')",VBP,believe,believe
5,1,6,"('it', 'PRP')",PRP,it,it
5,1,7,"('.', '.')",.,.,
5,2,0,"('Have', 'VBP')",VBP,Have,have
5,2,1,"('you', 'PRP')",PRP,you,you
5,2,2,"('known', 'VBN')",VBN,known,known
5,2,3,"('her', 'PRP')",PRP,her,her
5,2,4,"('a', 'DT')",DT,a,a
5,2,5,"('long', 'JJ')",JJ,long,long
5,2,6,"('time', 'NN')",NN,time,time
5,2,7,"('?', '.')",.,?,
5,2,8,"('”', 'NN')",NN,”,
5,0,0,"('“', 'JJ')",JJ,“,
5,0,1,"('Yes', 'NNP')",NNP,Yes,yes
5,0,2,"(',', ',')",",",",",
5,0,3,"('”', 'NNP')",NNP,”,
5,0,4,"('I', 'PRP')",PRP,I,i
5,0,5,"('said', 'VBD')",VBD,said,said
5,0,6,"('.', '.')",.,.,
5,1,0,"('“', 'NN')",NN,“,
5,1,1,"('She', 'PRP')",PRP,She,she
5,1,2,"('was', 'VBD')",VBD,was,was
5,1,3,"('a', 'DT')",DT,a,a
5,1,4,"('V.', 'NNP')",NNP,V.,v
5,1,5,"('A.', 'NN')",NN,A.,a
5,1,6,"('D.', 'NNP')",NNP,D.,d
5,1,7,"('in', 'IN')",IN,in,in
5,1,8,"('a', 'DT')",DT,a,a
5,1,9,"('hospital', 'NN')",NN,hospital,hospital
5,1,10,"('I', 'PRP')",PRP,I,i
5,1,11,"('was', 'VBD')",VBD,was,was
5,1,12,"('in', 'IN')",IN,in,in
5,1,13,"('during', 'IN')",IN,during,during
5,1,14,"('the', 'DT')",DT,the,the
5,1,15,"('war', 'NN')",NN,war,war
5,1,16,"('.', '.')",.,.,
5,1,17,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('She', 'PRP')",PRP,She,she
5,0,2,"('must', 'MD')",MD,must,must
5,0,3,"('have', 'VB')",VB,have,have
5,0,4,"('been', 'VBN')",VBN,been,been
5,0,5,"('just', 'RB')",RB,just,just
5,0,6,"('a', 'DT')",DT,a,a
5,0,7,"('kid', 'NN')",NN,kid,kid
5,0,8,"('then', 'RB')",RB,then,then
5,0,9,"('.', '.')",.,.,
5,0,10,"('”', 'VB')",VB,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('She', 'PRP')",PRP,She,she
5,0,2,"('’', 'VBD')",VBD,’,
5,0,3,"('s', 'JJ')",JJ,s,s
5,0,4,"('thirty-four', 'JJ')",JJ,thirty-four,thirtyfour
5,0,5,"('now', 'RB')",RB,now,now
5,0,6,"('.', '.')",.,.,
5,0,7,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('When', 'WRB')",WRB,When,when
5,0,2,"('did', 'VBD')",VBD,did,did
5,0,3,"('she', 'PRP')",PRP,she,she
5,0,4,"('marry', 'VB')",VB,marry,marry
5,0,5,"('Ashley', 'NNP')",NNP,Ashley,ashley
5,0,6,"('?', '.')",.,?,
5,0,7,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('During', 'IN')",IN,During,during
5,0,2,"('the', 'DT')",DT,the,the
5,0,3,"('war', 'NN')",NN,war,war
5,0,4,"('.', '.')",.,.,
5,1,0,"('Her', 'PRP$')",PRP$,Her,her
5,1,1,"('own', 'JJ')",JJ,own,own
5,1,2,"('true', 'JJ')",JJ,true,true
5,1,3,"('love', 'NN')",NN,love,love
5,1,4,"('had', 'VBD')",VBD,had,had
5,1,5,"('just', 'RB')",RB,just,just
5,1,6,"('kicked', 'VBN')",VBN,kicked,kicked
5,1,7,"('off', 'RP')",RP,off,off
5,1,8,"('with', 'IN')",IN,with,with
5,1,9,"('the', 'DT')",DT,the,the
5,1,10,"('dysentery', 'NN')",NN,dysentery,dysentery
5,1,11,"('.', '.')",.,.,
5,1,12,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('You', 'PRP')",PRP,You,you
5,0,2,"('talk', 'VBP')",VBP,talk,talk
5,0,3,"('sort', 'NN')",NN,sort,sort
5,0,4,"('of', 'IN')",IN,of,of
5,0,5,"('bitter', 'NN')",NN,bitter,bitter
5,0,6,"('.', '.')",.,.,
5,0,7,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('Sorry', 'NNP')",NNP,Sorry,sorry
5,0,2,"('.', '.')",.,.,
5,1,0,"('I', 'PRP')",PRP,I,i
5,1,1,"('didn', 'VBP')",VBP,didn,didn
5,1,2,"('’', 'JJ')",JJ,’,
5,1,3,"('t', 'NN')",NN,t,t
5,1,4,"('mean', 'NN')",NN,mean,mean
5,1,5,"('to', 'TO')",TO,to,to
5,1,6,"('.', '.')",.,.,
5,2,0,"('I', 'PRP')",PRP,I,i
5,2,1,"('was', 'VBD')",VBD,was,was
5,2,2,"('just', 'RB')",RB,just,just
5,2,3,"('trying', 'VBG')",VBG,trying,trying
5,2,4,"('to', 'TO')",TO,to,to
5,2,5,"('give', 'VB')",VB,give,give
5,2,6,"('you', 'PRP')",PRP,you,you
5,2,7,"('the', 'DT')",DT,the,the
5,2,8,"('facts', 'NNS')",NNS,facts,facts
5,2,9,"('.', '.')",.,.,
5,2,10,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('I', 'PRP')",PRP,I,i
5,0,2,"('don', 'VBP')",VBP,don,don
5,0,3,"('’', 'JJ')",JJ,’,
5,0,4,"('t', 'NN')",NN,t,t
5,0,5,"('believe', 'VBP')",VBP,believe,believe
5,0,6,"('she', 'PRP')",PRP,she,she
5,0,7,"('would', 'MD')",MD,would,would
5,0,8,"('marry', 'VB')",VB,marry,marry
5,0,9,"('anybody', 'NN')",NN,anybody,anybody
5,0,10,"('she', 'PRP')",PRP,she,she
5,0,11,"('didn', 'VBZ')",VBZ,didn,didn
5,0,12,"('’', 'JJ')",JJ,’,
5,0,13,"('t', 'NN')",NN,t,t
5,0,14,"('love', 'NN')",NN,love,love
5,0,15,"('.', '.')",.,.,
5,0,16,"('”', 'NN')",NN,”,
5,0,0,"('“', 'RB')",RB,“,
5,0,1,"('Well', 'NNP')",NNP,Well,well
5,0,2,"(',', ',')",",",",",
5,0,3,"('”', 'NNP')",NNP,”,
5,0,4,"('I', 'PRP')",PRP,I,i
5,0,5,"('said', 'VBD')",VBD,said,said
5,0,6,"('.', '.')",.,.,
5,1,0,"('“', 'NN')",NN,“,
5,1,1,"('She', 'PRP')",PRP,She,she
5,1,2,"('’', 'VBD')",VBD,’,
5,1,3,"('s', 'PRP')",PRP,s,s
5,1,4,"('done', 'VBN')",VBN,done,done
5,1,5,"('it', 'PRP')",PRP,it,it
5,1,6,"('twice', 'RB')",RB,twice,twice
5,1,7,"('.', '.')",.,.,
5,1,8,"('”', 'VB')",VB,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('I', 'PRP')",PRP,I,i
5,0,2,"('don', 'VBP')",VBP,don,don
5,0,3,"('’', 'JJ')",JJ,’,
5,0,4,"('t', 'NN')",NN,t,t
5,0,5,"('believe', 'VBP')",VBP,believe,believe
5,0,6,"('it', 'PRP')",PRP,it,it
5,0,7,"('.', '.')",.,.,
5,0,8,"('”', 'VB')",VB,”,
5,0,0,"('“', 'RB')",RB,“,
5,0,1,"('Well', 'NNP')",NNP,Well,well
5,0,2,"(',', ',')",",",",",
5,0,3,"('”', 'NNP')",NNP,”,
5,0,4,"('I', 'PRP')",PRP,I,i
5,0,5,"('said', 'VBD')",VBD,said,said
5,0,6,"(',', ',')",",",",",
5,0,7,"('“', 'NNP')",NNP,“,
5,0,8,"('don', 'VBZ')",VBZ,don,don
5,0,9,"('’', 'JJ')",JJ,’,
5,0,10,"('t', 'NN')",NN,t,t
5,0,11,"('ask', 'VB')",VB,ask,ask
5,0,12,"('me', 'PRP')",PRP,me,me
5,0,13,"('a', 'DT')",DT,a,a
5,0,14,"('lot', 'NN')",NN,lot,lot
5,0,15,"('of', 'IN')",IN,of,of
5,0,16,"('fool', 'JJ')",JJ,fool,fool
5,0,17,"('questions', 'NNS')",NNS,questions,questions
5,0,18,"('if', 'IN')",IN,if,if
5,0,19,"('you', 'PRP')",PRP,you,you
5,0,20,"('don', 'VBP')",VBP,don,don
5,0,21,"('’', 'JJ')",JJ,’,
5,0,22,"('t', 'NN')",NN,t,t
5,0,23,"('like', 'IN')",IN,like,like
5,0,24,"('the', 'DT')",DT,the,the
5,0,25,"('answers', 'NNS')",NNS,answers,answers
5,0,26,"('.', '.')",.,.,
5,0,27,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('I', 'PRP')",PRP,I,i
5,0,2,"('didn', 'VBP')",VBP,didn,didn
5,0,3,"('’', 'JJ')",JJ,’,
5,0,4,"('t', 'NN')",NN,t,t
5,0,5,"('ask', 'NN')",NN,ask,ask
5,0,6,"('you', 'PRP')",PRP,you,you
5,0,7,"('that', 'IN')",IN,that,that
5,0,8,"('.', '.')",.,.,
5,0,9,"('”', 'VB')",VB,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('You', 'PRP')",PRP,You,you
5,0,2,"('asked', 'VBD')",VBD,asked,asked
5,0,3,"('me', 'PRP')",PRP,me,me
5,0,4,"('what', 'WP')",WP,what,what
5,0,5,"('I', 'PRP')",PRP,I,i
5,0,6,"('knew', 'VBD')",VBD,knew,knew
5,0,7,"('about', 'IN')",IN,about,about
5,0,8,"('Brett', 'NNP')",NNP,Brett,brett
5,0,9,"('Ashley', 'NNP')",NNP,Ashley,ashley
5,0,10,"('.', '.')",.,.,
5,0,11,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('I', 'PRP')",PRP,I,i
5,0,2,"('didn', 'VBP')",VBP,didn,didn
5,0,3,"('’', 'JJ')",JJ,’,
5,0,4,"('t', 'NN')",NN,t,t
5,0,5,"('ask', 'NN')",NN,ask,ask
5,0,6,"('you', 'PRP')",PRP,you,you
5,0,7,"('to', 'TO')",TO,to,to
5,0,8,"('insult', 'VB')",VB,insult,insult
5,0,9,"('her', 'PRP')",PRP,her,her
5,0,10,"('.', '.')",.,.,
5,0,11,"('”', 'VB')",VB,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('Oh', 'NNP')",NNP,Oh,oh
5,0,2,"(',', ',')",",",",",
5,0,3,"('go', 'VB')",VB,go,go
5,0,4,"('to', 'TO')",TO,to,to
5,0,5,"('hell', 'VB')",VB,hell,hell
5,0,6,"('.', '.')",.,.,
5,0,7,"('”', 'VB')",VB,”,
5,0,0,"('He', 'PRP')",PRP,He,he
5,0,1,"('stood', 'VBD')",VBD,stood,stood
5,0,2,"('up', 'RP')",RP,up,up
5,0,3,"('from', 'IN')",IN,from,from
5,0,4,"('the', 'DT')",DT,the,the
5,0,5,"('table', 'NN')",NN,table,table
5,0,6,"('his', 'PRP$')",PRP$,his,his
5,0,7,"('face', 'NN')",NN,face,face
5,0,8,"('white', 'JJ')",JJ,white,white
5,0,9,"(',', ',')",",",",",
5,0,10,"('and', 'CC')",CC,and,and
5,0,11,"('stood', 'VBD')",VBD,stood,stood
5,0,12,"('there', 'EX')",EX,there,there
5,0,13,"('white', 'JJ')",JJ,white,white
5,0,14,"('and', 'CC')",CC,and,and
5,0,15,"('angry', 'JJ')",JJ,angry,angry
5,0,16,"('behind', 'IN')",IN,behind,behind
5,0,17,"('the', 'DT')",DT,the,the
5,0,18,"('little', 'JJ')",JJ,little,little
5,0,19,"('plates', 'NNS')",NNS,plates,plates
5,0,20,"('of', 'IN')",IN,of,of
5,0,21,"('hors', 'NNS')",NNS,hors,hors
5,0,22,"('d', 'VBP')",VBP,d,d
5,0,23,"('’', 'JJ')",JJ,’,
5,0,24,"('œuvres', 'NNS')",NNS,œuvres,œuvres
5,0,25,"('.', '.')",.,.,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('Sit', 'NNP')",NNP,Sit,sit
5,0,2,"('down', 'RB')",RB,down,down
5,0,3,"(',', ',')",",",",",
5,0,4,"('”', 'NN')",NN,”,
5,0,5,"('I', 'PRP')",PRP,I,i
5,0,6,"('said', 'VBD')",VBD,said,said
5,0,7,"('.', '.')",.,.,
5,1,0,"('“', 'JJ')",JJ,“,
5,1,1,"('Don', 'NNP')",NNP,Don,don
5,1,2,"('’', 'NNP')",NNP,’,
5,1,3,"('t', 'NN')",NN,t,t
5,1,4,"('be', 'VB')",VB,be,be
5,1,5,"('a', 'DT')",DT,a,a
5,1,6,"('fool', 'NN')",NN,fool,fool
5,1,7,"('.', '.')",.,.,
5,1,8,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('You', 'PRP')",PRP,You,you
5,0,2,"('’', 'VBP')",VBP,’,
5,0,3,"('ve', 'JJ')",JJ,ve,ve
5,0,4,"('got', 'VBD')",VBD,got,got
5,0,5,"('to', 'TO')",TO,to,to
5,0,6,"('take', 'VB')",VB,take,take
5,0,7,"('that', 'DT')",DT,that,that
5,0,8,"('back', 'RB')",RB,back,back
5,0,9,"('.', '.')",.,.,
5,0,10,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('Oh', 'NNP')",NNP,Oh,oh
5,0,2,"(',', ',')",",",",",
5,0,3,"('cut', 'VBD')",VBD,cut,cut
5,0,4,"('out', 'RP')",RP,out,out
5,0,5,"('the', 'DT')",DT,the,the
5,0,6,"('prep-school', 'JJ')",JJ,prep-school,prepschool
5,0,7,"('stuff', 'NN')",NN,stuff,stuff
5,0,8,"('.', '.')",.,.,
5,0,9,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NNS')",NNS,“,
5,0,1,"('Take', 'VBP')",VBP,Take,take
5,0,2,"('it', 'PRP')",PRP,it,it
5,0,3,"('back', 'RB')",RB,back,back
5,0,4,"('.', '.')",.,.,
5,0,5,"('”', 'NN')",NN,”,
5,0,0,"('“', 'JJ')",JJ,“,
5,0,1,"('Sure', 'NNP')",NNP,Sure,sure
5,0,2,"('.', '.')",.,.,
5,1,0,"('Anything', 'NN')",NN,Anything,anything
5,1,1,"('.', '.')",.,.,
5,2,0,"('I', 'PRP')",PRP,I,i
5,2,1,"('never', 'RB')",RB,never,never
5,2,2,"('heard', 'NN')",NN,heard,heard
5,2,3,"('of', 'IN')",IN,of,of
5,2,4,"('Brett', 'NNP')",NNP,Brett,brett
5,2,5,"('Ashley', 'NNP')",NNP,Ashley,ashley
5,2,6,"('.', '.')",.,.,
5,3,0,"('How', 'WRB')",WRB,How,how
5,3,1,"('’', 'JJ')",JJ,’,
5,3,2,"('s', 'NN')",NN,s,s
5,3,3,"('that', 'IN')",IN,that,that
5,3,4,"('?', '.')",.,?,
5,0,0,"('“', 'JJ')",JJ,“,
5,0,1,"('No', 'NNP')",NNP,No,no
5,0,2,"('.', '.')",.,.,
5,1,0,"('Not', 'RB')",RB,Not,not
5,1,1,"('that', 'DT')",DT,that,that
5,1,2,"('.', '.')",.,.,
5,2,0,"('About', 'IN')",IN,About,about
5,2,1,"('me', 'PRP')",PRP,me,me
5,2,2,"('going', 'VBG')",VBG,going,going
5,2,3,"('to', 'TO')",TO,to,to
5,2,4,"('hell', 'VB')",VB,hell,hell
5,2,5,"('.', '.')",.,.,
5,2,6,"('”', 'VB')",VB,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('Oh', 'NNP')",NNP,Oh,oh
5,0,2,"(',', ',')",",",",",
5,0,3,"('don', 'NN')",NN,don,don
5,0,4,"('’', 'NN')",NN,’,
5,0,5,"('t', 'NN')",NN,t,t
5,0,6,"('go', 'VBP')",VBP,go,go
5,0,7,"('to', 'TO')",TO,to,to
5,0,8,"('hell', 'VB')",VB,hell,hell
5,0,9,"(',', ',')",",",",",
5,0,10,"('”', 'FW')",FW,”,
5,0,11,"('I', 'PRP')",PRP,I,i
5,0,12,"('said', 'VBD')",VBD,said,said
5,0,13,"('.', '.')",.,.,
5,1,0,"('“', 'JJ')",JJ,“,
5,1,1,"('Stick', 'NNP')",NNP,Stick,stick
5,1,2,"('around', 'IN')",IN,around,around
5,1,3,"('.', '.')",.,.,
5,2,0,"('We', 'PRP')",PRP,We,we
5,2,1,"('’', 'VBP')",VBP,’,
5,2,2,"('re', 'JJ')",JJ,re,re
5,2,3,"('just', 'RB')",RB,just,just
5,2,4,"('starting', 'VBG')",VBG,starting,starting
5,2,5,"('lunch', 'NN')",NN,lunch,lunch
5,2,6,"('.', '.')",.,.,
5,2,7,"('”', 'NN')",NN,”,
5,0,0,"('Cohn', 'NNP')",NNP,Cohn,cohn
5,0,1,"('smiled', 'VBD')",VBD,smiled,smiled
5,0,2,"('again', 'RB')",RB,again,again
5,0,3,"('and', 'CC')",CC,and,and
5,0,4,"('sat', 'VBD')",VBD,sat,sat
5,0,5,"('down', 'RB')",RB,down,down
5,0,6,"('.', '.')",.,.,
5,1,0,"('He', 'PRP')",PRP,He,he
5,1,1,"('seemed', 'VBD')",VBD,seemed,seemed
5,1,2,"('glad', 'JJ')",JJ,glad,glad
5,1,3,"('to', 'TO')",TO,to,to
5,1,4,"('sit', 'VB')",VB,sit,sit
5,1,5,"('down', 'RP')",RP,down,down
5,1,6,"('.', '.')",.,.,
5,2,0,"('What', 'WP')",WP,What,what
5,2,1,"('the', 'DT')",DT,the,the
5,2,2,"('hell', 'NN')",NN,hell,hell
5,2,3,"('would', 'MD')",MD,would,would
5,2,4,"('he', 'PRP')",PRP,he,he
5,2,5,"('have', 'VB')",VB,have,have
5,2,6,"('done', 'VBN')",VBN,done,done
5,2,7,"('if', 'IN')",IN,if,if
5,2,8,"('he', 'PRP')",PRP,he,he
5,2,9,"('hadn', 'VBZ')",VBZ,hadn,hadn
5,2,10,"('’', 'JJ')",JJ,’,
5,2,11,"('t', 'NN')",NN,t,t
5,2,12,"('sat', 'VBD')",VBD,sat,sat
5,2,13,"('down', 'RP')",RP,down,down
5,2,14,"('?', '.')",.,?,
5,3,0,"('“', 'NN')",NN,“,
5,3,1,"('You', 'PRP')",PRP,You,you
5,3,2,"('say', 'VBP')",VBP,say,say
5,3,3,"('such', 'JJ')",JJ,such,such
5,3,4,"('damned', 'JJ')",JJ,damned,damned
5,3,5,"('insulting', 'JJ')",JJ,insulting,insulting
5,3,6,"('things', 'NNS')",NNS,things,things
5,3,7,"(',', ',')",",",",",
5,3,8,"('Jake', 'NNP')",NNP,Jake,jake
5,3,9,"('.', '.')",.,.,
5,3,10,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('I', 'PRP')",PRP,I,i
5,0,2,"('’', 'VBP')",VBP,’,
5,0,3,"('m', 'JJ')",JJ,m,m
5,0,4,"('sorry', 'NN')",NN,sorry,sorry
5,0,5,"('.', '.')",.,.,
5,1,0,"('I', 'PRP')",PRP,I,i
5,1,1,"('’', 'VBP')",VBP,’,
5,1,2,"('ve', 'JJ')",JJ,ve,ve
5,1,3,"('got', 'VBD')",VBD,got,got
5,1,4,"('a', 'DT')",DT,a,a
5,1,5,"('nasty', 'JJ')",JJ,nasty,nasty
5,1,6,"('tongue', 'NN')",NN,tongue,tongue
5,1,7,"('.', '.')",.,.,
5,2,0,"('I', 'PRP')",PRP,I,i
5,2,1,"('never', 'RB')",RB,never,never
5,2,2,"('mean', 'VBP')",VBP,mean,mean
5,2,3,"('it', 'PRP')",PRP,it,it
5,2,4,"('when', 'WRB')",WRB,when,when
5,2,5,"('I', 'PRP')",PRP,I,i
5,2,6,"('say', 'VBP')",VBP,say,say
5,2,7,"('nasty', 'JJ')",JJ,nasty,nasty
5,2,8,"('things', 'NNS')",NNS,things,things
5,2,9,"('.', '.')",.,.,
5,2,10,"('”', 'NN')",NN,”,
5,0,0,"('“', 'NN')",NN,“,
5,0,1,"('I', 'PRP')",PRP,I,i
5,0,2,"('know', 'VBP')",VBP,know,know
5,0,3,"('it', 'PRP')",PRP,it,it
5,0,4,"(',', ',')",",",",",
5,0,5,"('”', 'NNP')",NNP,”,
5,0,6,"('Cohn', 'NNP')",NNP,Cohn,cohn
5,0,7,"('said', 'VBD')",VBD,said,said
5,0,8,"('.', '.')",.,.,
5,1,0,"('“', 'NN')",NN,“,
5,1,1,"('You', 'PRP')",PRP,You,you
5,1,2,"('’', 'VBP')",VBP,’,
5,1,3,"('re', 'VB')",VB,re,re
5,1,4,"('really', 'RB')",RB,really,really
5,1,5,"('about', 'IN')",IN,about,about
5,1,6,"('the', 'DT')",DT,the,the
5,1,7,"('best', 'JJS')",JJS,best,best
5,1,8,"('friend', 'NN')",NN,friend,friend
5,1,9,"('I', 'PRP')",PRP,I,i
5,1,10,"('have', 'VBP')",VBP,have,have
5,1,11,"(',', ',')",",",",",
5,1,12,"('Jake', 'NNP')",NNP,Jake,jake
5,1,13,"('.', '.')",.,.,
5,1,14,"('”', 'NN')",NN,”,
5,0,0,"('God', 'NNP')",NNP,God,god
5,0,1,"('help', 'NN')",NN,help,help
5,0,2,"('you', 'PRP')",PRP,you,you
5,0,3,"(',', ',')",",",",",
5,0,4,"('I', 'PRP')",PRP,I,i
5,0,5,"('thought', 'VBD')",VBD,thought,thought
5,0,6,"('.', '.')",.,.,
5,1,0,"('“', 'NN')",NN,“,
5,1,1,"('Forget', 'NNP')",NNP,Forget,forget
5,1,2,"('what', 'WP')",WP,what,what
5,1,3,"('I', 'PRP')",PRP,I,i
5,1,4,"('said', 'VBD')",VBD,said,said
5,1,5,"(',', ',')",",",",",
5,1,6,"('”', 'NNP')",NNP,”,
5,1,7,"('I', 'PRP')",PRP,I,i
5,1,8,"('said', 'VBD')",VBD,said,said
5,1,9,"('out', 'RP')",RP,out,out
5,1,10,"('loud', 'NN')",NN,loud,loud
5,1,11,"('.', '.')",.,.,
5,2,0,"('“', 'NN')",NN,“,
5,2,1,"('I', 'PRP')",PRP,I,i
5,2,2,"('’', 'VBP')",VBP,’,
5,2,3,"('m', 'JJ')",JJ,m,m
5,2,4,"('sorry', 'NN')",NN,sorry,sorry
5,2,5,"('.', '.')",.,.,
5,2,6,"('”', 'VB')",VB,”,
5,0,0,"('“', 'VB')",VB,“,
5,0,1,"('It', 'PRP')",PRP,It,it
5,0,2,"('’', 'NNP')",NNP,’,
5,0,3,"('s', 'VBD')",VBD,s,s
5,0,4,"('all', 'DT')",DT,all,all
5,0,5,"('right', 'NN')",NN,right,right
5,0,6,"('.', '.')",.,.,
5,1,0,"('It', 'PRP')",PRP,It,it
5,1,1,"('’', 'VBZ')",VBZ,’,
5,1,2,"('s', 'JJ')",JJ,s,s
5,1,3,"('fine', 'NN')",NN,fine,fine
5,1,4,"('.', '.')",.,.,
5,2,0,"('I', 'PRP')",PRP,I,i
5,2,1,"('was', 'VBD')",VBD,was,was
5,2,2,"('just', 'RB')",RB,just,just
5,2,3,"('sore', 'RB')",RB,sore,sore
5,2,4,"('for', 'IN')",IN,for,for
5,2,5,"('a', 'DT')",DT,a,a
5,2,6,"('minute', 'NN')",NN,minute,minute
5,2,7,"('.', '.')",.,.,
5,2,8,"('”', 'NN')",NN,”,
5,0,0,"('“', 'RB')",RB,“,
5,0,1,"('Good', 'NNP')",NNP,Good,good
5,0,2,"('.', '.')",.,.,
5,1,0,"('Let', 'VB')",VB,Let,let
5,1,1,"('’', 'NNP')",NNP,’,
5,1,2,"('s', 'VB')",VB,s,s
5,1,3,"('get', 'VB')",VB,get,get
5,1,4,"('something', 'NN')",NN,something,something
5,1,5,"('else', 'RB')",RB,else,else
5,1,6,"('to', 'TO')",TO,to,to
5,1,7,"('eat', 'VB')",VB,eat,eat
5,1,8,"('.', '.')",.,.,
5,1,9,"('”', 'VB')",VB,”,
5,0,0,"('After', 'IN')",IN,After,after
5,0,1,"('we', 'PRP')",PRP,we,we
5,0,2,"('finished', 'VBD')",VBD,finished,finished
5,0,3,"('the', 'DT')",DT,the,the
5,0,4,"('lunch', 'NN')",NN,lunch,lunch
5,0,5,"('we', 'PRP')",PRP,we,we
5,0,6,"('walked', 'VBD')",VBD,walked,walked
5,0,7,"('up', 'RB')",RB,up,up
5,0,8,"('to', 'TO')",TO,to,to
5,0,9,"('the', 'DT')",DT,the,the
5,0,10,"('Café', 'NNP')",NNP,Café,café
5,0,11,"('de', 'NNP')",NNP,de,de
5,0,12,"('la', 'FW')",FW,la,la
5,0,13,"('Paix', 'NNP')",NNP,Paix,paix
5,0,14,"('and', 'CC')",CC,and,and
5,0,15,"('had', 'VBD')",VBD,had,had
5,0,16,"('coffee', 'NN')",NN,coffee,coffee
5,0,17,"('.', '.')",.,.,
5,1,0,"('I', 'PRP')",PRP,I,i
5,1,1,"('could', 'MD')",MD,could,could
5,1,2,"('feel', 'VB')",VB,feel,feel
5,1,3,"('Cohn', 'NNP')",NNP,Cohn,cohn
5,1,4,"('wanted', 'VBD')",VBD,wanted,wanted
5,1,5,"('to', 'TO')",TO,to,to
5,1,6,"('bring', 'VB')",VB,bring,bring
5,1,7,"('up', 'RP')",RP,up,up
5,1,8,"('Brett', 'NNP')",NNP,Brett,brett
5,1,9,"('again', 'RB')",RB,again,again
5,1,10,"(',', ',')",",",",",
5,1,11,"('but', 'CC')",CC,but,but
5,1,12,"('I', 'PRP')",PRP,I,i
5,1,13,"('held', 'VBD')",VBD,held,held
5,1,14,"('him', 'PRP')",PRP,him,him
5,1,15,"('off', 'RP')",RP,off,off
5,1,16,"('it', 'PRP')",PRP,it,it
5,1,17,"('.', '.')",.,.,
5,2,0,"('We', 'PRP')",PRP,We,we
5,2,1,"('talked', 'VBD')",VBD,talked,talked
5,2,2,"('about', 'IN')",IN,about,about
5,2,3,"('one', 'CD')",CD,one,one
5,2,4,"('thing', 'NN')",NN,thing,thing
5,2,5,"('and', 'CC')",CC,and,and
5,2,6,"('another', 'DT')",DT,another,another
5,2,7,"(',', ',')",",",",",
5,2,8,"('and', 'CC')",CC,and,and
5,2,9,"('I', 'PRP')",PRP,I,i
5,2,10,"('left', 'VBD')",VBD,left,left
5,2,11,"('him', 'PRP')",PRP,him,him
5,2,12,"('to', 'TO')",TO,to,to
5,2,13,"('come', 'VB')",VB,come,come
5,2,14,"('to', 'TO')",TO,to,to
5,2,15,"('the', 'DT')",DT,the,the
5,2,16,"('office', 'NN')",NN,office,office
5,2,17,"('.', '.')",.,.,
6,0,0,"('At', 'IN')",IN,At,at
6,0,1,"('five', 'CD')",CD,five,five
6,0,2,"('o', 'NNS')",NNS,o,o
6,0,3,"('’', 'JJ')",JJ,’,
6,0,4,"('clock', 'NN')",NN,clock,clock
6,0,5,"('I', 'PRP')",PRP,I,i
6,0,6,"('was', 'VBD')",VBD,was,was
6,0,7,"('in', 'IN')",IN,in,in
6,0,8,"('the', 'DT')",DT,the,the
6,0,9,"('Hotel', 'NNP')",NNP,Hotel,hotel
6,0,10,"('Crillon', 'NNP')",NNP,Crillon,crillon
6,0,11,"('waiting', 'VBG')",VBG,waiting,waiting
6,0,12,"('for', 'IN')",IN,for,for
6,0,13,"('Brett', 'NNP')",NNP,Brett,brett
6,0,14,"('.', '.')",.,.,
6,1,0,"('She', 'PRP')",PRP,She,she
6,1,1,"('was', 'VBD')",VBD,was,was
6,1,2,"('not', 'RB')",RB,not,not
6,1,3,"('there', 'RB')",RB,there,there
6,1,4,"(',', ',')",",",",",
6,1,5,"('so', 'IN')",IN,so,so
6,1,6,"('I', 'PRP')",PRP,I,i
