chap_num,para_num,sent_num,token_num,pos_tuple,pos,token_str,term_str
8,11,2,1,"('Don', 'NNP')",NNP,Don,don
8,11,2,2,"('’', 'NNP')",NNP,’,’
8,11,2,3,"('t', 'NN')",NN,t,t
8,11,2,4,"('know', 'VBP')",VBP,know,know
8,11,2,5,"('how', 'WRB')",WRB,how,how
8,11,2,6,"('it', 'PRP')",PRP,it,it
8,11,2,7,"('happened', 'VBD')",VBD,happened,happened
8,11,2,8,"('.', '.')",.,.,.
8,11,3,0,"('Suddenly', 'RB')",RB,Suddenly,suddenly
8,11,3,1,"('it', 'PRP')",PRP,it,it
8,11,3,2,"('happened', 'VBD')",VBD,happened,happened
8,11,3,3,"('.', '.')",.,.,.
8,11,3,4,"('”', 'NN')",NN,”,”
8,12,0,0,"('“', 'NNS')",NNS,“,“
8,12,0,1,"('Last', 'JJ')",JJ,Last,last
8,12,0,2,"('long', 'RB')",RB,long,long
8,12,0,3,"('?', '.')",.,?,?
8,12,0,4,"('”', 'NN')",NN,”,”
8,13,0,0,"('“', 'RB')",RB,“,“
8,13,0,1,"('Four', 'CD')",CD,Four,four
8,13,0,2,"('days', 'NNS')",NNS,days,days
8,13,0,3,"(',', ',')",",",",",","
8,13,0,4,"('Jake', 'NNP')",NNP,Jake,jake
8,13,0,5,"('.', '.')",.,.,.
8,13,1,0,"('Lasted', 'VBN')",VBN,Lasted,lasted
8,13,1,1,"('just', 'RB')",RB,just,just
8,13,1,2,"('four', 'CD')",CD,four,four
8,13,1,3,"('days', 'NNS')",NNS,days,days
8,13,1,4,"('.', '.')",.,.,.
8,13,1,5,"('”', 'NN')",NN,”,”
8,14,0,0,"('“', 'NN')",NN,“,“
8,14,0,1,"('Where', 'WRB')",WRB,Where,where
8,14,0,2,"('did', 'VBD')",VBD,did,did
8,14,0,3,"('you', 'PRP')",PRP,you,you
8,14,0,4,"('go', 'VB')",VB,go,go
8,14,0,5,"('?', '.')",.,?,?
8,14,0,6,"('”', 'NN')",NN,”,”
8,15,0,0,"('“', 'JJ')",JJ,“,“
8,15,0,1,"('Don', 'NNP')",NNP,Don,don
8,15,0,2,"('’', 'NNP')",NNP,’,’
8,15,0,3,"('t', 'JJ')",JJ,t,t
8,15,0,4,"('remember', 'NN')",NN,remember,remember
8,15,0,5,"('.', '.')",.,.,.
8,15,1,0,"('Wrote', 'NNP')",NNP,Wrote,wrote
8,15,1,1,"('you', 'PRP')",PRP,you,you
8,15,1,2,"('a', 'DT')",DT,a,a
8,15,1,3,"('post-card', 'JJ')",JJ,post-card,post-card
8,15,1,4,"('.', '.')",.,.,.
8,15,2,0,"('Remember', 'NNP')",NNP,Remember,remember
8,15,2,1,"('that', 'WDT')",WDT,that,that
8,15,2,2,"('perfectly', 'RB')",RB,perfectly,perfectly
8,15,2,3,"('.', '.')",.,.,.
8,15,2,4,"('”', 'VB')",VB,”,”
8,16,0,0,"('“', 'NNS')",NNS,“,“
8,16,0,1,"('Do', 'VBP')",VBP,Do,do
8,16,0,2,"('anything', 'NN')",NN,anything,anything
8,16,0,3,"('else', 'RB')",RB,else,else
8,16,0,4,"('?', '.')",.,?,?
8,16,0,5,"('”', 'NN')",NN,”,”
8,17,0,0,"('“', 'NN')",NN,“,“
8,17,0,1,"('Not', 'RB')",RB,Not,not
8,17,0,2,"('so', 'RB')",RB,so,so
8,17,0,3,"('sure', 'JJ')",JJ,sure,sure
8,17,0,4,"('.', '.')",.,.,.
8,17,1,0,"('Possible', 'JJ')",JJ,Possible,possible
8,17,1,1,"('.', '.')",.,.,.
8,17,1,2,"('”', 'NN')",NN,”,”
8,18,0,0,"('“', 'RB')",RB,“,“
8,18,0,1,"('Go', 'NNP')",NNP,Go,go
8,18,0,2,"('on', 'IN')",IN,on,on
8,18,0,3,"('.', '.')",.,.,.
8,18,1,0,"('Tell', 'VB')",VB,Tell,tell
8,18,1,1,"('me', 'PRP')",PRP,me,me
8,18,1,2,"('about', 'IN')",IN,about,about
8,18,1,3,"('it', 'PRP')",PRP,it,it
8,18,1,4,"('.', '.')",.,.,.
8,18,1,5,"('”', 'VB')",VB,”,”
8,19,0,0,"('“', 'NN')",NN,“,“
8,19,0,1,"('Can', 'MD')",MD,Can,can
8,19,0,2,"('’', 'VB')",VB,’,’
8,19,0,3,"('t', 'JJ')",JJ,t,t
8,19,0,4,"('remember', 'NN')",NN,remember,remember
8,19,0,5,"('.', '.')",.,.,.
8,19,1,0,"('Tell', 'NNP')",NNP,Tell,tell
8,19,1,1,"('you', 'PRP')",PRP,you,you
8,19,1,2,"('anything', 'NN')",NN,anything,anything
8,19,1,3,"('I', 'PRP')",PRP,I,i
8,19,1,4,"('could', 'MD')",MD,could,could
8,19,1,5,"('remember', 'VB')",VB,remember,remember
8,19,1,6,"('.', '.')",.,.,.
8,19,1,7,"('”', 'VB')",VB,”,”
8,20,0,0,"('“', 'RB')",RB,“,“
8,20,0,1,"('Go', 'NNP')",NNP,Go,go
8,20,0,2,"('on', 'IN')",IN,on,on
8,20,0,3,"('.', '.')",.,.,.
8,20,1,0,"('Take', 'VB')",VB,Take,take
8,20,1,1,"('that', 'DT')",DT,that,that
8,20,1,2,"('drink', 'NN')",NN,drink,drink
8,20,1,3,"('and', 'CC')",CC,and,and
8,20,1,4,"('remember', 'VB')",VB,remember,remember
8,20,1,5,"('.', '.')",.,.,.
8,20,1,6,"('”', 'VB')",VB,”,”
8,21,0,0,"('“', 'NN')",NN,“,“
8,21,0,1,"('Might', 'NNP')",NNP,Might,might
8,21,0,2,"('remember', 'VB')",VB,remember,remember
8,21,0,3,"('a', 'DT')",DT,a,a
8,21,0,4,"('little', 'JJ')",JJ,little,little
8,21,0,5,"(',', ',')",",",",",","
8,21,0,6,"('”', 'JJ')",JJ,”,”
8,21,0,7,"('Bill', 'NNP')",NNP,Bill,bill
8,21,0,8,"('said', 'VBD')",VBD,said,said
8,21,0,9,"('.', '.')",.,.,.
8,21,1,0,"('“', 'NNS')",NNS,“,“
8,21,1,1,"('Remember', 'NNP')",NNP,Remember,remember
8,21,1,2,"('something', 'NN')",NN,something,something
8,21,1,3,"('about', 'IN')",IN,about,about
8,21,1,4,"('a', 'DT')",DT,a,a
8,21,1,5,"('prize-fight', 'NN')",NN,prize-fight,prize-fight
8,21,1,6,"('.', '.')",.,.,.
8,21,2,0,"('Enormous', 'JJ')",JJ,Enormous,enormous
8,21,2,1,"('Vienna', 'NNP')",NNP,Vienna,vienna
8,21,2,2,"('prize-fight', 'NN')",NN,prize-fight,prize-fight
8,21,2,3,"('.', '.')",.,.,.
8,21,3,0,"('Had', 'VBD')",VBD,Had,had
8,21,3,1,"('a', 'DT')",DT,a,a
8,21,3,2,"('nigger', 'NN')",NN,nigger,nigger
8,21,3,3,"('in', 'IN')",IN,in,in
8,21,3,4,"('it', 'PRP')",PRP,it,it
8,21,3,5,"('.', '.')",.,.,.
8,21,4,0,"('Remember', 'VB')",VB,Remember,remember
8,21,4,1,"('the', 'DT')",DT,the,the
8,21,4,2,"('nigger', 'NN')",NN,nigger,nigger
8,21,4,3,"('perfectly', 'RB')",RB,perfectly,perfectly
8,21,4,4,"('.', '.')",.,.,.
8,21,4,5,"('”', 'VB')",VB,”,”
8,22,0,0,"('“', 'RB')",RB,“,“
8,22,0,1,"('Go', 'NNP')",NNP,Go,go
8,22,0,2,"('on', 'IN')",IN,on,on
8,22,0,3,"('.', '.')",.,.,.
8,22,0,4,"('”', 'NN')",NN,”,”
8,23,0,0,"('“', 'RB')",RB,“,“
8,23,0,1,"('Wonderful', 'JJ')",JJ,Wonderful,wonderful
8,23,0,2,"('nigger', 'NN')",NN,nigger,nigger
8,23,0,3,"('.', '.')",.,.,.
8,23,1,0,"('Looked', 'VBN')",VBN,Looked,looked
8,23,1,1,"('like', 'IN')",IN,like,like
8,23,1,2,"('Tiger', 'NNP')",NNP,Tiger,tiger
8,23,1,3,"('Flowers', 'NNP')",NNP,Flowers,flowers
8,23,1,4,"(',', ',')",",",",",","
8,23,1,5,"('only', 'RB')",RB,only,only
8,23,1,6,"('four', 'CD')",CD,four,four
8,23,1,7,"('times', 'NNS')",NNS,times,times
8,23,1,8,"('as', 'IN')",IN,as,as
8,23,1,9,"('big', 'JJ')",JJ,big,big
8,23,1,10,"('.', '.')",.,.,.
8,23,2,0,"('All', 'DT')",DT,All,all
8,23,2,1,"('of', 'IN')",IN,of,of
8,23,2,2,"('a', 'DT')",DT,a,a
8,23,2,3,"('sudden', 'JJ')",JJ,sudden,sudden
8,23,2,4,"('everybody', 'NN')",NN,everybody,everybody
8,23,2,5,"('started', 'VBD')",VBD,started,started
8,23,2,6,"('to', 'TO')",TO,to,to
8,23,2,7,"('throw', 'VB')",VB,throw,throw
8,23,2,8,"('things', 'NNS')",NNS,things,things
8,23,2,9,"('.', '.')",.,.,.
8,23,3,0,"('Not', 'RB')",RB,Not,not
8,23,3,1,"('me', 'PRP')",PRP,me,me
8,23,3,2,"('.', '.')",.,.,.
8,23,4,0,"('Nigger', 'NNP')",NNP,Nigger,nigger
8,23,4,1,"('’', 'NNP')",NNP,’,’
8,23,4,2,"('d', 'NN')",NN,d,d
8,23,4,3,"('just', 'RB')",RB,just,just
8,23,4,4,"('knocked', 'VBD')",VBD,knocked,knocked
8,23,4,5,"('local', 'JJ')",JJ,local,local
8,23,4,6,"('boy', 'NN')",NN,boy,boy
8,23,4,7,"('down', 'RP')",RP,down,down
8,23,4,8,"('.', '.')",.,.,.
8,23,5,0,"('Nigger', 'NN')",NN,Nigger,nigger
8,23,5,1,"('put', 'VBD')",VBD,put,put
8,23,5,2,"('up', 'RP')",RP,up,up
8,23,5,3,"('his', 'PRP$')",PRP$,his,his
8,23,5,4,"('glove', 'NN')",NN,glove,glove
8,23,5,5,"('.', '.')",.,.,.
8,23,6,0,"('Wanted', 'VBN')",VBN,Wanted,wanted
8,23,6,1,"('to', 'TO')",TO,to,to
8,23,6,2,"('make', 'VB')",VB,make,make
8,23,6,3,"('a', 'DT')",DT,a,a
8,23,6,4,"('speech', 'NN')",NN,speech,speech
8,23,6,5,"('.', '.')",.,.,.
8,23,7,0,"('Awful', 'JJ')",JJ,Awful,awful
8,23,7,1,"('noble-looking', 'JJ')",JJ,noble-looking,noble-looking
8,23,7,2,"('nigger', 'NN')",NN,nigger,nigger
8,23,7,3,"('.', '.')",.,.,.
8,23,8,0,"('Started', 'VBN')",VBN,Started,started
8,23,8,1,"('to', 'TO')",TO,to,to
8,23,8,2,"('make', 'VB')",VB,make,make
8,23,8,3,"('a', 'DT')",DT,a,a
8,23,8,4,"('speech', 'NN')",NN,speech,speech
8,23,8,5,"('.', '.')",.,.,.
8,23,9,0,"('Then', 'RB')",RB,Then,then
8,23,9,1,"('local', 'JJ')",JJ,local,local
8,23,9,2,"('white', 'JJ')",JJ,white,white
8,23,9,3,"('boy', 'NN')",NN,boy,boy
8,23,9,4,"('hit', 'VBD')",VBD,hit,hit
8,23,9,5,"('him', 'PRP')",PRP,him,him
8,23,9,6,"('.', '.')",.,.,.
8,23,10,0,"('Then', 'RB')",RB,Then,then
8,23,10,1,"('he', 'PRP')",PRP,he,he
8,23,10,2,"('knocked', 'VBD')",VBD,knocked,knocked
8,23,10,3,"('white', 'JJ')",JJ,white,white
8,23,10,4,"('boy', 'NN')",NN,boy,boy
8,23,10,5,"('cold', 'NN')",NN,cold,cold
8,23,10,6,"('.', '.')",.,.,.
8,23,11,0,"('Then', 'RB')",RB,Then,then
8,23,11,1,"('everybody', 'NN')",NN,everybody,everybody
8,23,11,2,"('commenced', 'VBD')",VBD,commenced,commenced
8,23,11,3,"('to', 'TO')",TO,to,to
8,23,11,4,"('throw', 'VB')",VB,throw,throw
8,23,11,5,"('chairs', 'NNS')",NNS,chairs,chairs
8,23,11,6,"('.', '.')",.,.,.
8,23,12,0,"('Nigger', 'NNP')",NNP,Nigger,nigger
8,23,12,1,"('went', 'VBD')",VBD,went,went
8,23,12,2,"('home', 'NN')",NN,home,home
8,23,12,3,"('with', 'IN')",IN,with,with
8,23,12,4,"('us', 'PRP')",PRP,us,us
8,23,12,5,"('in', 'IN')",IN,in,in
8,23,12,6,"('our', 'PRP$')",PRP$,our,our
8,23,12,7,"('car', 'NN')",NN,car,car
8,23,12,8,"('.', '.')",.,.,.
8,23,13,0,"('Couldn', 'NNP')",NNP,Couldn,couldn
8,23,13,1,"('’', 'NNP')",NNP,’,’
8,23,13,2,"('t', 'NN')",NN,t,t
8,23,13,3,"('get', 'VB')",VB,get,get
8,23,13,4,"('his', 'PRP$')",PRP$,his,his
8,23,13,5,"('clothes', 'NNS')",NNS,clothes,clothes
8,23,13,6,"('.', '.')",.,.,.
8,23,14,0,"('Wore', 'IN')",IN,Wore,wore
8,23,14,1,"('my', 'PRP$')",PRP$,my,my
8,23,14,2,"('coat', 'NN')",NN,coat,coat
8,23,14,3,"('.', '.')",.,.,.
8,23,15,0,"('Remember', 'VB')",VB,Remember,remember
8,23,15,1,"('the', 'DT')",DT,the,the
8,23,15,2,"('whole', 'JJ')",JJ,whole,whole
8,23,15,3,"('thing', 'NN')",NN,thing,thing
8,23,15,4,"('now', 'RB')",RB,now,now
8,23,15,5,"('.', '.')",.,.,.
8,23,16,0,"('Big', 'JJ')",JJ,Big,big
8,23,16,1,"('sporting', 'NN')",NN,sporting,sporting
8,23,16,2,"('evening', 'NN')",NN,evening,evening
8,23,16,3,"('.', '.')",.,.,.
8,23,16,4,"('”', 'NN')",NN,”,”
8,24,0,0,"('“', 'VB')",VB,“,“
8,24,0,1,"('What', 'WP')",WP,What,what
8,24,0,2,"('happened', 'VBD')",VBD,happened,happened
8,24,0,3,"('?', '.')",.,?,?
8,24,0,4,"('”', 'NN')",NN,”,”
8,25,0,0,"('“', 'NN')",NN,“,“
8,25,0,1,"('Loaned', 'VBD')",VBD,Loaned,loaned
8,25,0,2,"('the', 'DT')",DT,the,the
8,25,0,3,"('nigger', 'NN')",NN,nigger,nigger
8,25,0,4,"('some', 'DT')",DT,some,some
8,25,0,5,"('clothes', 'NNS')",NNS,clothes,clothes
8,25,0,6,"('and', 'CC')",CC,and,and
8,25,0,7,"('went', 'VBD')",VBD,went,went
8,25,0,8,"('around', 'IN')",IN,around,around
8,25,0,9,"('with', 'IN')",IN,with,with
8,25,0,10,"('him', 'PRP')",PRP,him,him
8,25,0,11,"('to', 'TO')",TO,to,to
8,25,0,12,"('try', 'VB')",VB,try,try
8,25,0,13,"('and', 'CC')",CC,and,and
8,25,0,14,"('get', 'VB')",VB,get,get
8,25,0,15,"('his', 'PRP$')",PRP$,his,his
8,25,0,16,"('money', 'NN')",NN,money,money
8,25,0,17,"('.', '.')",.,.,.
8,25,1,0,"('Claimed', 'NNP')",NNP,Claimed,claimed
8,25,1,1,"('nigger', 'NN')",NN,nigger,nigger
8,25,1,2,"('owed', 'VBD')",VBD,owed,owed
8,25,1,3,"('them', 'PRP')",PRP,them,them
8,25,1,4,"('money', 'NN')",NN,money,money
8,25,1,5,"('on', 'IN')",IN,on,on
8,25,1,6,"('account', 'NN')",NN,account,account
8,25,1,7,"('of', 'IN')",IN,of,of
8,25,1,8,"('wrecking', 'VBG')",VBG,wrecking,wrecking
8,25,1,9,"('hall', 'NN')",NN,hall,hall
8,25,1,10,"('.', '.')",.,.,.
8,25,2,0,"('Wonder', 'VB')",VB,Wonder,wonder
8,25,2,1,"('who', 'WP')",WP,who,who
8,25,2,2,"('translated', 'VBD')",VBD,translated,translated
8,25,2,3,"('?', '.')",.,?,?
8,25,3,0,"('Was', 'IN')",IN,Was,was
8,25,3,1,"('it', 'PRP')",PRP,it,it
8,25,3,2,"('me', 'PRP')",PRP,me,me
8,25,3,3,"('?', '.')",.,?,?
8,25,3,4,"('”', 'VB')",VB,”,”
8,26,0,0,"('“', 'NN')",NN,“,“
8,26,0,1,"('Probably', 'VBD')",VBD,Probably,probably
8,26,0,2,"('it', 'PRP')",PRP,it,it
8,26,0,3,"('wasn', 'VBZ')",VBZ,wasn,wasn
8,26,0,4,"('’', 'JJ')",JJ,’,’
8,26,0,5,"('t', 'NN')",NN,t,t
8,26,0,6,"('you', 'PRP')",PRP,you,you
8,26,0,7,"('.', '.')",.,.,.
8,26,0,8,"('”', 'VB')",VB,”,”
8,27,0,0,"('“', 'NN')",NN,“,“
8,27,0,1,"('You', 'PRP')",PRP,You,you
8,27,0,2,"('’', 'VBP')",VBP,’,’
8,27,0,3,"('re', 'VB')",VB,re,re
8,27,0,4,"('right', 'JJ')",JJ,right,right
8,27,0,5,"('.', '.')",.,.,.
8,27,1,0,"('Wasn', 'NNP')",NNP,Wasn,wasn
8,27,1,1,"('’', 'NNP')",NNP,’,’
8,27,1,2,"('t', 'VB')",VB,t,t
8,27,1,3,"('me', 'PRP')",PRP,me,me
8,27,1,4,"('at', 'IN')",IN,at,at
8,27,1,5,"('all', 'DT')",DT,all,all
8,27,1,6,"('.', '.')",.,.,.
8,27,2,0,"('Was', 'NNP')",NNP,Was,was
8,27,2,1,"('another', 'DT')",DT,another,another
8,27,2,2,"('fellow', 'NN')",NN,fellow,fellow
8,27,2,3,"('.', '.')",.,.,.
8,27,3,0,"('Think', 'NN')",NN,Think,think
8,27,3,1,"('we', 'PRP')",PRP,we,we
8,27,3,2,"('called', 'VBD')",VBD,called,called
8,27,3,3,"('him', 'PRP')",PRP,him,him
8,27,3,4,"('the', 'DT')",DT,the,the
8,27,3,5,"('local', 'JJ')",JJ,local,local
8,27,3,6,"('Harvard', 'NNP')",NNP,Harvard,harvard
8,27,3,7,"('man', 'NN')",NN,man,man
8,27,3,8,"('.', '.')",.,.,.
8,27,4,0,"('Remember', 'NNP')",NNP,Remember,remember
8,27,4,1,"('him', 'PRP')",PRP,him,him
8,27,4,2,"('now', 'RB')",RB,now,now
8,27,4,3,"('.', '.')",.,.,.
8,27,5,0,"('Studying', 'VBG')",VBG,Studying,studying
8,27,5,1,"('music', 'NN')",NN,music,music
8,27,5,2,"('.', '.')",.,.,.
8,27,5,3,"('”', 'NN')",NN,”,”
8,28,0,0,"('“', 'VB')",VB,“,“
8,28,0,1,"('How', 'WRB')",WRB,How,how
8,28,0,2,"('’', 'JJ')",JJ,’,’
8,28,0,3,"('d', 'NN')",NN,d,d
8,28,0,4,"('you', 'PRP')",PRP,you,you
8,28,0,5,"('come', 'VBP')",VBP,come,come
8,28,0,6,"('out', 'RP')",RP,out,out
8,28,0,7,"('?', '.')",.,?,?
8,28,0,8,"('”', 'NN')",NN,”,”
8,29,0,0,"('“', 'NN')",NN,“,“
8,29,0,1,"('Not', 'RB')",RB,Not,not
8,29,0,2,"('so', 'RB')",RB,so,so
8,29,0,3,"('good', 'JJ')",JJ,good,good
8,29,0,4,"(',', ',')",",",",",","
8,29,0,5,"('Jake', 'NNP')",NNP,Jake,jake
8,29,0,6,"('.', '.')",.,.,.
8,29,1,0,"('Injustice', 'NNP')",NNP,Injustice,injustice
8,29,1,1,"('everywhere', 'RB')",RB,everywhere,everywhere
8,29,1,2,"('.', '.')",.,.,.
8,29,2,0,"('Promoter', 'NNP')",NNP,Promoter,promoter
8,29,2,1,"('claimed', 'VBD')",VBD,claimed,claimed
8,29,2,2,"('nigger', 'RB')",RB,nigger,nigger
8,29,2,3,"('promised', 'VBN')",VBN,promised,promised
8,29,2,4,"('let', 'VB')",VB,let,let
8,29,2,5,"('local', 'JJ')",JJ,local,local
8,29,2,6,"('boy', 'NN')",NN,boy,boy
8,29,2,7,"('stay', 'NN')",NN,stay,stay
8,29,2,8,"('.', '.')",.,.,.
8,29,3,0,"('Claimed', 'NNP')",NNP,Claimed,claimed
8,29,3,1,"('nigger', 'NN')",NN,nigger,nigger
8,29,3,2,"('violated', 'VBD')",VBD,violated,violated
8,29,3,3,"('contract', 'NN')",NN,contract,contract
8,29,3,4,"('.', '.')",.,.,.
8,29,4,0,"('Can', 'MD')",MD,Can,can
8,29,4,1,"('’', 'VB')",VB,’,’
8,29,4,2,"('t', 'VB')",VB,t,t
8,29,4,3,"('knock', 'VB')",VB,knock,knock
8,29,4,4,"('out', 'RP')",RP,out,out
8,29,4,5,"('Vienna', 'NNP')",NNP,Vienna,vienna
8,29,4,6,"('boy', 'NN')",NN,boy,boy
8,29,4,7,"('in', 'IN')",IN,in,in
8,29,4,8,"('Vienna', 'NNP')",NNP,Vienna,vienna
8,29,4,9,"('.', '.')",.,.,.
8,29,5,0,"('‘', 'VB')",VB,‘,‘
8,29,5,1,"('My', 'NNP')",NNP,My,my
8,29,5,2,"('God', 'NNP')",NNP,God,god
8,29,5,3,"(',', ',')",",",",",","
8,29,5,4,"('Mister', 'NNP')",NNP,Mister,mister
8,29,5,5,"('Gorton', 'NNP')",NNP,Gorton,gorton
8,29,5,6,"(',', ',')",",",",",","
8,29,5,7,"('’', 'NNP')",NNP,’,’
8,29,5,8,"('said', 'VBD')",VBD,said,said
8,29,5,9,"('nigger', 'NN')",NN,nigger,nigger
8,29,5,10,"(',', ',')",",",",",","
8,29,5,11,"('‘', 'VBP')",VBP,‘,‘
8,29,5,12,"('I', 'PRP')",PRP,I,i
8,29,5,13,"('didn', 'VBP')",VBP,didn,didn
8,29,5,14,"('’', 'JJ')",JJ,’,’
8,29,5,15,"('t', 'NN')",NN,t,t
8,29,5,16,"('do', 'VBP')",VBP,do,do
8,29,5,17,"('nothing', 'NN')",NN,nothing,nothing
8,29,5,18,"('in', 'IN')",IN,in,in
8,29,5,19,"('there', 'EX')",EX,there,there
8,29,5,20,"('for', 'IN')",IN,for,for
8,29,5,21,"('forty', 'NN')",NN,forty,forty
8,29,5,22,"('minutes', 'NNS')",NNS,minutes,minutes
8,29,5,23,"('but', 'CC')",CC,but,but
8,29,5,24,"('try', 'NN')",NN,try,try
8,29,5,25,"('and', 'CC')",CC,and,and
8,29,5,26,"('let', 'VB')",VB,let,let
8,29,5,27,"('him', 'PRP')",PRP,him,him
8,29,5,28,"('stay', 'VB')",VB,stay,stay
8,29,5,29,"('.', '.')",.,.,.
8,29,6,0,"('That', 'DT')",DT,That,that
8,29,6,1,"('white', 'JJ')",JJ,white,white
8,29,6,2,"('boy', 'NN')",NN,boy,boy
8,29,6,3,"('musta', 'NN')",NN,musta,musta
8,29,6,4,"('ruptured', 'VBD')",VBD,ruptured,ruptured
8,29,6,5,"('himself', 'PRP')",PRP,himself,himself
8,29,6,6,"('swinging', 'VBG')",VBG,swinging,swinging
8,29,6,7,"('at', 'IN')",IN,at,at
8,29,6,8,"('me', 'PRP')",PRP,me,me
8,29,6,9,"('.', '.')",.,.,.
8,29,7,0,"('I', 'PRP')",PRP,I,i
8,29,7,1,"('never', 'RB')",RB,never,never
8,29,7,2,"('did', 'VBD')",VBD,did,did
8,29,7,3,"('hit', 'VB')",VB,hit,hit
8,29,7,4,"('him', 'PRP')",PRP,him,him
8,29,7,5,"('.', '.')",.,.,.
8,29,7,6,"('’', 'NN')",NN,’,’
8,29,7,7,"('”', 'NN')",NN,”,”
8,30,0,0,"('“', 'NN')",NN,“,“
8,30,0,1,"('Did', 'NNP')",NNP,Did,did
8,30,0,2,"('you', 'PRP')",PRP,you,you
8,30,0,3,"('get', 'VB')",VB,get,get
8,30,0,4,"('any', 'DT')",DT,any,any
8,30,0,5,"('money', 'NN')",NN,money,money
8,30,0,6,"('?', '.')",.,?,?
8,30,0,7,"('”', 'NN')",NN,”,”
8,31,0,0,"('“', 'NN')",NN,“,“
8,31,0,1,"('No', 'DT')",DT,No,no
8,31,0,2,"('money', 'NN')",NN,money,money
8,31,0,3,"(',', ',')",",",",",","
8,31,0,4,"('Jake', 'NNP')",NNP,Jake,jake
8,31,0,5,"('.', '.')",.,.,.
8,31,1,0,"('All', 'DT')",DT,All,all
8,31,1,1,"('we', 'PRP')",PRP,we,we
8,31,1,2,"('could', 'MD')",MD,could,could
8,31,1,3,"('get', 'VB')",VB,get,get
8,31,1,4,"('was', 'VBD')",VBD,was,was
8,31,1,5,"('nigger', 'JJ')",JJ,nigger,nigger
8,31,1,6,"('’', 'NNP')",NNP,’,’
8,31,1,7,"('s', 'NN')",NN,s,s
8,31,1,8,"('clothes', 'NNS')",NNS,clothes,clothes
8,31,1,9,"('.', '.')",.,.,.
8,31,2,0,"('Somebody', 'NN')",NN,Somebody,somebody
8,31,2,1,"('took', 'VBD')",VBD,took,took
8,31,2,2,"('his', 'PRP$')",PRP$,his,his
8,31,2,3,"('watch', 'NN')",NN,watch,watch
8,31,2,4,"(',', ',')",",",",",","
8,31,2,5,"('too', 'RB')",RB,too,too
8,31,2,6,"('.', '.')",.,.,.
8,31,3,0,"('Splendid', 'NNP')",NNP,Splendid,splendid
8,31,3,1,"('nigger', 'NN')",NN,nigger,nigger
8,31,3,2,"('.', '.')",.,.,.
8,31,4,0,"('Big', 'JJ')",JJ,Big,big
8,31,4,1,"('mistake', 'NN')",NN,mistake,mistake
8,31,4,2,"('to', 'TO')",TO,to,to
8,31,4,3,"('have', 'VB')",VB,have,have
8,31,4,4,"('come', 'VBN')",VBN,come,come
8,31,4,5,"('to', 'TO')",TO,to,to
8,31,4,6,"('Vienna', 'NNP')",NNP,Vienna,vienna
8,31,4,7,"('.', '.')",.,.,.
8,31,5,0,"('Not', 'RB')",RB,Not,not
8,31,5,1,"('so', 'RB')",RB,so,so
8,31,5,2,"('good', 'JJ')",JJ,good,good
8,31,5,3,"(',', ',')",",",",",","
8,31,5,4,"('Jake', 'NNP')",NNP,Jake,jake
8,31,5,5,"('.', '.')",.,.,.
8,31,6,0,"('Not', 'RB')",RB,Not,not
8,31,6,1,"('so', 'RB')",RB,so,so
8,31,6,2,"('good', 'JJ')",JJ,good,good
8,31,6,3,"('.', '.')",.,.,.
8,31,6,4,"('”', 'VB')",VB,”,”
8,32,0,0,"('“', 'VB')",VB,“,“
8,32,0,1,"('What', 'WP')",WP,What,what
8,32,0,2,"('became', 'VBD')",VBD,became,became
8,32,0,3,"('of', 'IN')",IN,of,of
8,32,0,4,"('the', 'DT')",DT,the,the
8,32,0,5,"('nigger', 'NN')",NN,nigger,nigger
8,32,0,6,"('?', '.')",.,?,?
8,32,0,7,"('”', 'NN')",NN,”,”
8,33,0,0,"('“', 'NN')",NN,“,“
8,33,0,1,"('Went', 'NNP')",NNP,Went,went
8,33,0,2,"('back', 'RB')",RB,back,back
8,33,0,3,"('to', 'TO')",TO,to,to
8,33,0,4,"('Cologne', 'NNP')",NNP,Cologne,cologne
8,33,0,5,"('.', '.')",.,.,.
8,33,1,0,"('Lives', 'NNS')",NNS,Lives,lives
8,33,1,1,"('there', 'RB')",RB,there,there
8,33,1,2,"('.', '.')",.,.,.
8,33,2,0,"('Married', 'NNP')",NNP,Married,married
8,33,2,1,"('.', '.')",.,.,.
8,33,3,0,"('Got', 'NNP')",NNP,Got,got
8,33,3,1,"('a', 'DT')",DT,a,a
8,33,3,2,"('family', 'NN')",NN,family,family
8,33,3,3,"('.', '.')",.,.,.
8,33,4,0,"('Going', 'VBG')",VBG,Going,going
8,33,4,1,"('to', 'TO')",TO,to,to
8,33,4,2,"('write', 'VB')",VB,write,write
8,33,4,3,"('me', 'PRP')",PRP,me,me
8,33,4,4,"('a', 'DT')",DT,a,a
8,33,4,5,"('letter', 'NN')",NN,letter,letter
8,33,4,6,"('and', 'CC')",CC,and,and
8,33,4,7,"('send', 'VB')",VB,send,send
8,33,4,8,"('me', 'PRP')",PRP,me,me
8,33,4,9,"('the', 'DT')",DT,the,the
8,33,4,10,"('money', 'NN')",NN,money,money
8,33,4,11,"('I', 'PRP')",PRP,I,i
8,33,4,12,"('loaned', 'VBD')",VBD,loaned,loaned
8,33,4,13,"('him', 'PRP')",PRP,him,him
8,33,4,14,"('.', '.')",.,.,.
8,33,5,0,"('Wonderful', 'JJ')",JJ,Wonderful,wonderful
