,Sentence,sentiment,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
229,It was three days ago that Harvey had won two hundred francs from me shaking poker dice in the New York Bar.,0.4588,0.4588,0.146,0.067,0.787,1,0,0
230,When I’m like this I just want to be alone.,0.2023,0.2023,0.322,0.169,0.508,1,0,0
231,I want to stay in my own room.,0.0772,0.0772,0.178,0.0,0.822,1,0,0
232,I’m like a cat.” I felt in my pocket.,0.3612,0.3612,0.294,0.0,0.706,1,0,0
233,"“Would a hundred help you any, Harvey?” “Yes.” “Come on.",0.4019,0.4019,0.252,0.0,0.748,1,0,0
234,When I get like this I don’t care whether I eat or not.” We had a drink.,0.6908,0.6908,0.341,0.0,0.659,1,0,0
235,He says some pretty funny things.,0.7269,0.7269,0.604,0.0,0.396,1,0,0
236,"“That was a good thing, too.” “Sure,” said Harvey.",0.4404,0.4404,0.293,0.0,0.707,1,0,0
237,"“I think I’d rather play football again with what I know about handling myself, now.” “I misjudged you,” Harvey said.",0.34,0.34,0.118,0.0,0.882,1,0,0
238,“You’re not a moron.,0.3875,0.3875,0.568,0.0,0.432,1,0,0
239,“Some day somebody will push your face in.” Harvey Stone laughed.,0.4588,0.4588,0.231,0.0,0.769,1,0,0
240,"I watched him crossing the street through the taxis, small, heavy, slowly sure of himself in the traffic.",0.3182,0.3182,0.126,0.0,0.874,1,0,0
241,"“I can’t stand him.” “I like him,” I said.",0.3612,0.3612,0.263,0.0,0.737,1,0,0
242,“I’m fond of him.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
243,I’m having a hard time handling it.” The sort of healthy conceit that he had when he returned from America early in the spring was gone.,0.2516,0.2516,0.09,0.052,0.858,1,0,0
244,"Then he had been sure of his work, only with these personal longings for adventure.",0.6124,0.6124,0.333,0.0,0.667,1,0,0
245,Now the sureness was gone.,0.4588,0.4588,0.429,0.0,0.571,1,0,0
246,Somehow I feel I have not shown Robert Cohn clearly.,0.4019,0.4019,0.278,0.0,0.722,1,0,0
247,"The reason is that until he fell in love with Brett, I never heard him make one remark that would, in any way, detach him from other people.",0.6369,0.6369,0.139,0.0,0.861,1,0,0
248,"He was nice to watch on the tennis-court, he had a good body, and he kept it in shape; he handled his cards well at bridge, and he had a funny sort of undergraduate quality about him.",0.8658,0.8658,0.257,0.0,0.743,1,0,0
249,"He had a nice, boyish sort of cheerfulness that had never been trained out of him, and I probably have not brought it out.",0.6815,0.6815,0.219,0.0,0.781,1,0,0
250,He loved to win at tennis.,0.8271,0.8271,0.658,0.0,0.342,1,0,0
251,"He probably loved to win as much as Lenglen, for instance.",0.8271,0.8271,0.461,0.0,0.539,1,0,0
252,"On the other hand, he was not angry at being beaten.",0.477,0.477,0.353,0.168,0.479,1,0,0
253,When he fell in love with Brett his tennis game went all to pieces.,0.6369,0.6369,0.244,0.0,0.756,1,0,0
254,He was very nice about it.,0.4754,0.4754,0.382,0.0,0.618,1,0,0
255,She was a very tall girl who walked with a great deal of movement.,0.6249,0.6249,0.272,0.0,0.728,1,0,0
256,She waved and smiled.,0.5423,0.5423,0.538,0.0,0.462,1,0,0
257,"“Hello,” she said, “I’m so glad you’re here, Jake.",0.5949,0.5949,0.326,0.0,0.674,1,0,0
258,He smiled.,0.5423,0.5423,0.778,0.0,0.222,1,0,0
259,"I went to the Ritz and waited for her, and she never came, and of course I didn’t have enough money to lunch at the Ritz——” “What did you do?” “Oh, went out, of course.” She spoke in a sort of imitation joyful manner.",0.5584,0.5584,0.083,0.0,0.917,1,0,0
260,I ought to know better.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
261,"How are you, Jake, anyway?” “Fine.” “That was a fine girl you had at the dance, and then went off with that Brett one.” “Don’t you like her?” Cohn asked.",0.5661,0.5661,0.147,0.0,0.853,1,0,0
262,“I think she’s perfectly charming.,0.8402,0.8402,0.727,0.0,0.273,1,0,0
263,I want to talk with you.,0.0772,0.0772,0.245,0.0,0.755,1,0,0
264,"“What’s the matter, Frances?” “Oh, nothing,” she said, “except that he wants to leave me.” “How do you mean?” “Oh, he told every one that we were going to be married, and I told my mother and every one, and now he doesn’t want to do it.” “What’s the matter?” “He’s decided he hasn’t lived enough.",0.1877,0.1877,0.052,0.021,0.926,1,0,0
265,“I wouldn’t marry him if he doesn’t want to.,0.0772,0.0772,0.14,0.0,0.86,1,0,0
266,"“We were going to celebrate so, and instead we’ve just had scenes.",0.5719,0.5719,0.252,0.0,0.748,1,0,0
267,And I don’t know now if any man will ever want to marry me.,0.0772,0.0772,0.098,0.0,0.902,1,0,0
268,"And I’m fond of him, too.",0.4404,0.4404,0.367,0.0,0.633,1,0,0
269,And I’d like to have children.,0.3612,0.3612,0.333,0.0,0.667,1,0,0
270,I always thought we’d have children.” She looked at me very brightly.,0.4201,0.4201,0.218,0.0,0.782,1,0,0
271,"I always thought I’d have them and then like them.” “He’s got children.” “Oh, yes.",0.6369,0.6369,0.302,0.0,0.698,1,0,0
272,"He’s got children, and he’s got money, and he’s got a rich mother, and he’s written a book, and nobody will publish my stuff; nobody at all.",0.5574,0.5574,0.13,0.0,0.87,1,0,0
273,"I could have had alimony, but I got the divorce the quickest way.” She looked at me again very brightly.",0.5704,0.5704,0.178,0.0,0.822,1,0,0
274,I ought to have known better.,0.4404,0.4404,0.42,0.0,0.58,1,0,0
275,I’d be a good wife.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
276,I’m easy to get along with.,0.4404,0.4404,0.367,0.0,0.633,1,0,0
277,"I know what he wants.” Now for the first time she dropped her bright, terribly cheerful manner.",0.4215,0.4215,0.278,0.157,0.565,1,0,0
278,"“He wants to go back to New York alone, and be there when his book comes out so when a lot of little chickens like it.",0.0571,0.0571,0.082,0.073,0.845,1,0,0
279,That’s what he wants.” “Maybe they won’t like it.,0.3612,0.3612,0.238,0.0,0.762,1,0,0
280,"Really.” “You don’t know him like I do, Jake.",0.3612,0.3612,0.263,0.0,0.737,1,0,0
281,That’s why he doesn’t want to marry.,0.0772,0.0772,0.178,0.0,0.822,1,0,0
282,He wants to have a big triumph this fall all by himself.” “Want to go back to the café?” “Yes.,0.4767,0.4767,0.147,0.0,0.853,1,0,0
283,"Come on.” We got up from the table—they had never brought us a drink—and started across the street toward the Select, where Cohn sat smiling at us from behind the marble-topped table.",0.4588,0.4588,0.091,0.0,0.909,1,0,0
284,"“Well, what are you smiling at?” Frances asked him.",0.4588,0.4588,0.273,0.0,0.727,1,0,0
285,"“Feel pretty happy?” “I was smiling at you and Jake with your secrets.” “Oh, what I’ve told Jake isn’t any secret.",0.7351,0.7351,0.246,0.0,0.754,1,0,0
286,"I’m going to England.” “Isn’t that fine!” “Yes, that’s the way it’s done in the very best families.",0.6989,0.6989,0.22,0.0,0.78,1,0,0
287,He’s going to give me two hundred pounds and then I’m going to visit friends.,0.4767,0.4767,0.181,0.0,0.819,1,0,0
288,Won’t it be lovely?,0.5859,0.5859,0.559,0.0,0.441,1,0,0
289,"The friends don’t know about it, yet.” She turned to Cohn and smiled at him.",0.765,0.765,0.337,0.0,0.663,1,0,0
290,He’s really very generous.,0.5956,0.5956,0.563,0.0,0.437,1,0,0
291,There are people to whom you could not say insulting things.,0.3875,0.3875,0.208,0.0,0.792,1,0,0
292,And this was friendly joking to what went on later.,0.6249,0.6249,0.389,0.0,0.611,1,0,0
293,I’m going to visit friends.,0.4767,0.4767,0.437,0.0,0.563,1,0,0
294,Ever visit friends that didn’t want you?,0.5267,0.5267,0.468,0.0,0.532,1,0,0
295,"‘How do you do, my dear?",0.3818,0.3818,0.342,0.0,0.658,1,0,0
296,"And how is your dear mother?’ Yes, how is my dear mother?",0.8053,0.8053,0.479,0.0,0.521,1,0,0
297,"Yes, she did.",0.4019,0.4019,0.574,0.0,0.426,1,0,0
298,‘And what about Robert?’ or else very careful talking around Robert.,0.2247,0.2247,0.159,0.0,0.841,1,0,0
299,"‘You must be most careful not to mention him, my dear.",0.5413,0.5413,0.333,0.0,0.667,1,0,0
300,"Don’t you think it will be fun, Jake?” She turned to me with that terribly bright smile.",0.6249,0.6249,0.344,0.142,0.514,1,0,0
301,It was very satisfactory to her to have an audience for this.,0.4201,0.4201,0.202,0.0,0.798,1,0,0
302,Perfectly my own fault.,0.3612,0.3612,0.472,0.303,0.225,1,0,0
303,"Just the sweetest little thing in the world, and he thought she was wonderful, and then I came along and he thought I was pretty wonderful, too.",0.891,0.891,0.325,0.0,0.675,1,0,0
304,All to please me.,0.3182,0.3182,0.434,0.0,0.566,1,0,0
305,"He thought I was pretty fine, then.",0.6124,0.6124,0.556,0.0,0.444,1,0,0
306,It was just that she was so nice.,0.5598,0.5598,0.341,0.0,0.659,1,0,0
307,And he did that just to please me.,0.3182,0.3182,0.247,0.0,0.753,1,0,0
308,"Well, I suppose that we that live by the sword shall perish by the sword.",0.2732,0.2732,0.139,0.0,0.861,1,0,0
309,"You want to remember that for your next book, Robert.",0.0772,0.0772,0.126,0.0,0.874,1,0,0
310,He’s decided I don’t film well.,0.2732,0.2732,0.344,0.0,0.656,1,0,0
311,"Well, I hope he gets something frightfully interesting.",0.6124,0.6124,0.575,0.201,0.224,1,0,0
312,"“Listen, Robert, dear.",0.3818,0.3818,0.565,0.0,0.435,1,0,0
313,"Because you can’t have scenes without crying, and then you pity yourself so much you can’t remember what the other person’s said.",0.091,0.091,0.103,0.089,0.808,1,0,0
314,Just try and be calm.,0.3182,0.3182,0.365,0.0,0.635,1,0,0
315,I’m going to England without a protest.,0.1877,0.1877,0.258,0.0,0.742,1,0,0
316,We must all help young writers.,0.4019,0.4019,0.351,0.0,0.649,1,0,0
317,"Still, I suppose that is young for a great writer.",0.6249,0.6249,0.369,0.0,0.631,1,0,0
318,Look at Hardy.,0.4019,0.4019,0.574,0.0,0.426,1,0,0
319,"Robert doesn’t think he’s any good, though.",0.4404,0.4404,0.326,0.0,0.674,1,0,0
320,Some of his French friends told him.,0.4767,0.4767,0.341,0.0,0.659,1,0,0
321,He doesn’t read French very well himself.,0.3384,0.3384,0.285,0.0,0.715,1,0,0
322,"He wasn’t a good writer like you are, was he, Robert?",0.6597,0.6597,0.403,0.0,0.597,1,0,0
323,"Oh, I’ve just thought of something.” She put her gloved hand up to her lips.",0.4939,0.4939,0.186,0.0,0.814,1,0,0
324,They’ve sent it to me in a vision in the Café Select.,0.25,0.25,0.167,0.0,0.833,1,0,0
325,Like at Lourdes.,0.3612,0.3612,0.556,0.0,0.444,1,0,0
326,"Do you want to hear, Robert?",0.0772,0.0772,0.206,0.0,0.794,1,0,0
327,"And if he marries me, like he’s always promised he would, that would be the end of all the romance.",0.8225,0.8225,0.336,0.0,0.664,1,0,0
328,Don’t you think that’s bright of me to figure that out?,0.4404,0.4404,0.225,0.0,0.775,1,0,0
329,"It’s true, too.",0.4215,0.4215,0.583,0.0,0.417,1,0,0
330,Why did he keep on taking it like that?,0.3612,0.3612,0.238,0.0,0.762,1,0,0
331,"Frances was talking on to him, smiling brightly, looking into his face each time she asked: “Isn’t it so, Robert?” Or maybe she did not ask that now.",0.6705,0.6705,0.175,0.0,0.825,1,0,0
332,In the end I find she is very nice.” “Was she with a friend of mine?” “I don’t know.,0.4939,0.4939,0.167,0.0,0.833,1,0,0
333,She was very nice.,0.4754,0.4754,0.508,0.0,0.492,1,0,0
334,"Very, very nice.",0.5222,0.5222,0.628,0.0,0.372,1,0,0
335,"Last night she was, perhaps, a little—” She put her head on one hand and rocked it up and down.",0.4939,0.4939,0.151,0.0,0.849,1,0,0
336,"“I’ll speak perfectly frankly, Monsieur Barnes.",0.6369,0.6369,0.457,0.0,0.543,1,0,0
337,She is of very good family.,0.4927,0.4927,0.39,0.0,0.61,1,0,0
338,"Her life-work lay in the pelouse, but she kept an eye on the people of the pesage, and she took great pride in telling me which of my guests were well brought up, which were of good family, who were sportsmen, a French word pronounced with the accent on the men.",0.9455,0.9455,0.249,0.0,0.751,1,0,0
339,"One of my friends, an extremely underfed-looking painter, who was obviously to Madame Duzinell neither well brought up, of good family, nor a sportsman, wrote me a letter asking if I could get him a pass to get by the concierge so he could come up and see me occasionally in the evenings.",0.6353,0.6353,0.111,0.034,0.855,1,0,0
340,He was holding a great bunch of roses.,0.6249,0.6249,0.406,0.0,0.594,1,0,0
341,I was just bathing.” “Aren’t you the fortunate man.,0.4404,0.4404,0.293,0.0,0.707,1,0,0
342,"What will you drink?” “I don’t know whether you like flowers, sir,” the count said, “but I took the liberty of just bringing these roses.” “Here, give them to me.” Brett took them.",0.7096,0.7096,0.164,0.0,0.836,1,0,0
343,“Who’d want to?,0.0772,0.0772,0.394,0.0,0.606,1,0,0
344,"Brett came in the room, a glass in her hand, and sat on the bed.",0.4939,0.4939,0.198,0.0,0.802,1,0,0
345,"“What’s the matter, darling?",0.5994,0.5994,0.71,0.0,0.29,1,0,0
346,Do you feel rocky?” She kissed me coolly on the forehead.,0.3818,0.3818,0.206,0.0,0.794,1,0,0
347,"“Oh, Brett, I love you so much.” “Darling,” she said.",0.6369,0.6369,0.344,0.0,0.656,1,0,0
348,Then: “Do you want me to send him away?” “No.,0.0772,0.0772,0.126,0.0,0.874,1,0,0
349,"He’s nice.” “I’ll send him away.” “No, don’t.” “Yes, I’ll send him away.” “You can’t just like that.” “Can’t I, though?",0.3612,0.3612,0.111,0.0,0.889,1,0,0
350,“Sent him for champagne.,0.296,0.296,0.423,0.0,0.577,1,0,0
351,"He loves to go for champagne.” Then later: “Do you feel better, darling?",0.886,0.886,0.51,0.0,0.49,1,0,0
352,It’s the way I’m made.” “Couldn’t we go off in the country for a while?” “It wouldn’t be any good.,0.4404,0.4404,0.139,0.0,0.861,1,0,0
353,I’ll go if you like.,0.3612,0.3612,0.385,0.0,0.615,1,0,0
354,There isn’t any use my telling you I love you.” “You know I love you.” “Let’s not talk.,0.8555,0.8555,0.375,0.0,0.625,1,0,0
355,Better for me.” “When are you going?” “Soon as I can.” “Where?” “San Sebastian.” “Can’t we go together?” “No.,0.533,0.533,0.168,0.0,0.832,1,0,0
356,You know he’s extraordinary about buying champagne.,0.296,0.296,0.268,0.0,0.732,1,0,0
357,Behind him was the chauffeur carrying a basket of champagne.,0.296,0.296,0.216,0.0,0.784,1,0,0
358,"“I think you’ll find that’s very good wine,” he said.",0.4927,0.4927,0.262,0.0,0.738,1,0,0
359,"“I know we don’t get much of a chance to judge good wine in the States now, but I got this from a friend of mine that’s in the business.” “Oh, you always have some one in the trade,” Brett said.",0.775,0.775,0.181,0.0,0.819,1,0,0
360,"Why haven’t you a title, Jake?” “I assure you, sir,” the count put his hand on my arm.",0.6808,0.6808,0.272,0.0,0.728,1,0,0
361,“It never does a man any good.,0.4404,0.4404,0.367,0.0,0.633,1,0,0
362,"It’s damned useful sometimes,” Brett said.",0.0772,0.0772,0.305,0.274,0.421,1,0,0
363,"I’ve had hell’s own amount of credit on mine.” “Do sit down, count,” I said.",0.3818,0.3818,0.167,0.0,0.833,1,0,0
364,"“We’ll want to ride out to the Bois for dinner?” “If you like,” Brett said.",0.0772,0.0772,0.085,0.0,0.915,1,0,0
365,"“I couldn’t eat a thing.” “I always like a good meal,” said the count.",0.6597,0.6597,0.351,0.0,0.649,1,0,0
366,"“I like a cigar to really draw,” said the count “Half the cigars you smoke don’t draw.” He lit the cigar, puffed at it, looking across the table at Brett.",0.3612,0.3612,0.082,0.0,0.918,1,0,0
367,“Mummy would be pleased.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
368,I always joke people and I haven’t a friend in the world.,0.6597,0.6597,0.435,0.0,0.565,1,0,0
369,"Except Jake here.” “You don’t joke him.” “That’s it.” “Do you, now?” asked the count.",0.296,0.296,0.136,0.0,0.864,1,0,0
370,“Do you joke him?” Brett looked at me and wrinkled up the corners of her eyes.,0.296,0.296,0.128,0.0,0.872,1,0,0
371,"“I wouldn’t joke him.” “See,” said the count.",0.296,0.296,0.239,0.0,0.761,1,0,0
372,“How about some of that champagne?” The count reached down and twirled the bottles in the shiny bucket.,0.1027,0.1027,0.076,0.0,0.924,1,0,0
373,"You’re always drinking, my dear.",0.3818,0.3818,0.394,0.0,0.606,1,0,0
374,"I’ve talked myself all out to Jake.” “I should like to hear you really talk, my dear.",0.6557,0.6557,0.263,0.0,0.737,1,0,0
375,"Let any one finish them as they like.” “It is a very interesting system,” the count reached down and gave the bottles a twirl.",0.5256,0.5256,0.18,0.0,0.82,1,0,0
376,“Still I would like to hear you talk some time.” “Isn’t he a fool?” Brett asked.,0.3612,0.3612,0.161,0.0,0.839,1,0,0
377,“I like to drink champagne from magnums.,0.5719,0.5719,0.485,0.0,0.515,1,0,0
378,"The wine is better but it would have been too hard to cool.” He held the bottle, looking at it.",0.09,0.09,0.09,0.074,0.835,1,0,0
379,"“Yes, my dear.",0.3818,0.3818,0.565,0.0,0.435,1,0,0
380,Now I’ll open it.” It was amazing champagne.,0.7184,0.7184,0.5,0.0,0.5,1,0,0
381,"‘Here’s to royalty.’” “This wine is too good for toast-drinking, my dear.",0.6705,0.6705,0.355,0.0,0.645,1,0,0
382,You don’t want to mix emotions up with a wine like that.,0.4215,0.4215,0.297,0.0,0.703,1,0,0
383,"Barnes,” answered the count, “all I want out of wines is to enjoy them.” “Let’s enjoy a little more of this,” Brett pushed her glass forward.",0.7717,0.7717,0.268,0.0,0.732,1,0,0
384,The count poured very carefully.,0.2006,0.2006,0.31,0.0,0.69,1,0,0
385,"“There, my dear.",0.3818,0.3818,0.565,0.0,0.435,1,0,0
386,"Now you enjoy that slowly, and then you can get drunk.” “Drunk?",0.4939,0.4939,0.225,0.0,0.775,1,0,0
387,"Drunk?” “My dear, you are charming when you are drunk.” “Listen to the man.” “Mr.",0.7506,0.7506,0.33,0.0,0.67,1,0,0
388,"“She is the only lady I have ever known who was as charming when she was drunk as when she was sober.” “You haven’t been around much, have you?” “Yes, my dear.",0.6124,0.6124,0.174,0.065,0.761,1,0,0
389,"I have been around a very great deal.” “Drink your wine,” said Brett.",0.659,0.659,0.305,0.0,0.695,1,0,0
390,"I dare say Jake here has seen as much as you have.” “My dear, I am sure Mr. Barnes has seen a lot.",0.5994,0.5994,0.214,0.0,0.786,1,0,0
391,"“Sometimes, my dear.",0.3818,0.3818,0.565,0.0,0.435,1,0,0
392,"“I love you, count.",0.6369,0.6369,0.583,0.0,0.417,1,0,0
393,"You’re a darling.” “You make me very happy, my dear.",0.7818,0.7818,0.495,0.0,0.505,1,0,0
394,"But it isn’t true.” “Don’t be an ass.” “You see, Mr. Barnes, it is because I have lived very much that now I can enjoy everything so well.",0.8121,0.8121,0.235,0.0,0.765,1,0,0
395,Don’t you find it like that?” “Yes.,0.3612,0.3612,0.294,0.0,0.706,1,0,0
396,"“I am always in love.” “What does that do to your values?” “That, too, has got a place in my values.” “You haven’t any values.",0.4019,0.4019,0.105,0.0,0.895,1,0,0
397,I’m not dead at all.” We drank three bottles of the champagne and the count left the basket in my kitchen.,0.685,0.685,0.229,0.0,0.771,1,0,0
398,It was a good dinner.,0.4404,0.4404,0.492,0.0,0.508,1,0,0
399,Food had an excellent place in the count’s values.,0.7506,0.7506,0.478,0.0,0.522,1,0,0
400,The count was in fine form during the meal.,0.2023,0.2023,0.184,0.0,0.816,1,0,0
401,It was a good party.,0.6808,0.6808,0.737,0.0,0.263,1,0,0
402,“Where would you like to go?” asked the count after dinner.,0.3612,0.3612,0.2,0.0,0.8,1,0,0
403,“Haven’t we had a splendid party?” The count was beaming.,0.5859,0.5859,0.322,0.0,0.678,1,0,0
404,He was very happy.,0.6115,0.6115,0.571,0.0,0.429,1,0,0
405,"“You are very nice people,” he said.",0.4754,0.4754,0.34,0.0,0.66,1,0,0
406,"“Why don’t you get married, you two?” “We want to lead our own lives,” I said.",0.0772,0.0772,0.085,0.0,0.915,1,0,0
407,"“What is it men feel about quiet?” “We like it,” said the count.",0.3612,0.3612,0.172,0.0,0.828,1,0,0
408,"“Like you like noise, my dear.” “All right,” said Brett.",0.3612,0.3612,0.217,0.0,0.783,1,0,0
409,"Call him off, Jake.” “Listen, my dear.",0.3818,0.3818,0.302,0.0,0.698,1,0,0
410,I get more value for my money in old brandy than in any other antiquities.” “Got many antiquities?” “I got a houseful.” Finally we went up to Montmartre.,0.4005,0.4005,0.097,0.0,0.903,1,0,0
411,"“He’s a great friend of mine,” Brett said.",0.8074,0.8074,0.593,0.0,0.407,1,0,0
412,“Damn good drummer.” The music stopped and we started toward the table where the count sat.,0.25,0.25,0.154,0.101,0.745,1,0,0
413,"Michael’s the best dancer I know.” “He’s splendid.” “He’s got his points.” “I like him,” I said.",0.7717,0.7717,0.34,0.0,0.66,1,0,0
414,"“I’m damned fond of him.” “I’m going to marry him,” Brett said.",0.0772,0.0772,0.187,0.168,0.645,1,0,0
415,"Damned good letters, too.” “When are you going to get married?” “How do I know?",0.168,0.168,0.183,0.146,0.672,1,0,0
416,"“My dear, I would do it if I would enjoy it.",0.7003,0.7003,0.453,0.0,0.547,1,0,0
417,"I enjoy to watch you dance.” “Splendid,” Brett said.",0.4939,0.4939,0.314,0.0,0.686,1,0,0
418,"What about your little friend, Zizi?” “Let me tell you.",0.4417,0.4417,0.244,0.0,0.756,1,0,0
419,"I support that boy, but I don’t want to have him around.” “He is rather hard.” “You know I think that boy’s got a future.",0.3182,0.3182,0.148,0.0,0.852,1,0,0
420,"But personally I don’t want him around.” “Jake’s rather the same way.” “He gives me the willys.” “Well,” the count shrugged his shoulders.",0.1154,0.1154,0.065,0.0,0.935,1,0,0
421,"Anyhow, his father was a great friend of my father.” “Come on.",0.8074,0.8074,0.448,0.0,0.552,1,0,0
422,"“Oh, darling,” Brett said, “I’m so miserable.” I had that feeling of going through something that has all happened before.",0.128,0.128,0.077,0.0,0.923,1,0,0
423,“You were happy a minute ago.” The drummer shouted: “You can’t two time—” “It’s all gone.” “What’s the matter?” “I don’t know.,0.5719,0.5719,0.156,0.0,0.844,1,0,0
424,"“Want to go?” I had the feeling as in a nightmare of it all being something repeated, something I had been through and that now I must go through again.",0.128,0.128,0.057,0.0,0.943,1,0,0
425,.” the drummer shouted and grinned at Brett.,0.2732,0.2732,0.231,0.0,0.769,1,0,0
426,That’s fine.,0.2023,0.2023,0.643,0.0,0.357,1,0,0
427,"“It was a wonderful time,” I said.",0.5719,0.5719,0.481,0.0,0.519,1,0,0
428,“I wish you would let me get this.” I took a note out of my pocket.,0.4019,0.4019,0.172,0.0,0.828,1,0,0
429,She kissed the count and put her hand on his shoulder to keep him from standing up.,0.7003,0.7003,0.279,0.0,0.721,1,0,0
430,"Good night, darling.",0.7717,0.7717,0.87,0.0,0.13,1,0,0
431,I won’t see you again.” We kissed standing at the door.,0.3818,0.3818,0.224,0.0,0.776,1,0,0
432,We kissed again.,0.3818,0.3818,0.565,0.0,0.435,1,0,0
433,Very quiet and healthy.,0.4522,0.4522,0.497,0.0,0.503,1,0,0
434,Love to all the chaps.,0.6369,0.6369,0.512,0.0,0.488,1,0,0
435,"Brett was gone, I was not bothered by Cohn’s troubles, I rather enjoyed not having to play tennis, there was plenty of work to do, I went often to the races, dined with friends, and put in some extra time at the office getting things ahead so I could leave it in charge of my secretary when Bill Gorton and I should shove off to Spain the end of June.",0.4306,0.4306,0.113,0.088,0.799,1,0,0
436,He was very cheerful and said the States were wonderful.,0.8173,0.8173,0.484,0.0,0.516,1,0,0
437,New York was wonderful.,0.5719,0.5719,0.552,0.0,0.448,1,0,0
438,There had been a grand theatrical season and a whole crop of great young light heavyweights.,0.7964,0.7964,0.372,0.0,0.628,1,0,0
439,"Any one of them was a good prospect to grow up, put on weight and trim Dempsey.",0.6249,0.6249,0.267,0.0,0.733,1,0,0
440,Bill was very happy.,0.6115,0.6115,0.571,0.0,0.429,1,0,0
441,"We had a good time while he was in Paris, and then he went off to Vienna.",0.4404,0.4404,0.162,0.0,0.838,1,0,0
442,He was coming back in three weeks and we would leave for Spain to get in some fishing and go to the fiesta at Pamplona.,0.4404,0.4404,0.114,0.044,0.842,1,0,0
443,He wrote that Vienna was wonderful.,0.5719,0.5719,0.425,0.0,0.575,1,0,0
444,"“Well,” I said, “I hear you had a wonderful trip.” “Wonderful,” he said.",0.5719,0.5719,0.27,0.0,0.73,1,0,0
445,"“Budapest is absolutely wonderful.” “How about Vienna?” “Not so good, Jake.",0.5777,0.5777,0.272,0.0,0.728,1,0,0
446,It seemed better than it was.” “How do you mean?” I was getting glasses and a siphon.,0.4404,0.4404,0.172,0.0,0.828,1,0,0
447,Better have a drink.” Bill rubbed his forehead.,0.4404,0.4404,0.326,0.0,0.674,1,0,0
448,Remember that perfectly.” “Do anything else?” “Not so sure.,0.4572,0.4572,0.272,0.0,0.728,1,0,0
449,"Looked like Tiger Flowers, only four times as big.",0.3612,0.3612,0.238,0.0,0.762,1,0,0
450,"Studying music.” “How’d you come out?” “Not so good, Jake.",0.5777,0.5777,0.294,0.0,0.706,1,0,0
451,"Hope I gave him the right address.” “You probably did.” “Well, anyway, let’s eat,” said Bill.",0.4404,0.4404,0.172,0.0,0.828,1,0,0
452,“Unless you want me to tell you some more travel stories.” “Go on.” “Let’s eat.” We went down-stairs and out onto the Boulevard St. Michel in the warm June evening.,0.296,0.296,0.103,0.0,0.897,1,0,0
453,"Nice stuffed dog?” “Come on,” I said.",0.4215,0.4215,0.359,0.0,0.641,1,0,0
454,"“You’re pie-eyed.” “Pretty nice stuffed dogs,” Bill said.",0.4215,0.4215,0.286,0.0,0.714,1,0,0
455,“Certainly brighten up your flat.” “Come on.” “Just one stuffed dog.,0.4404,0.4404,0.225,0.0,0.775,1,0,0
456,Simple exchange of values.,0.4019,0.4019,0.474,0.0,0.526,1,0,0
457,Always been a great lover of stuffed animals.” We stopped and had a drink.,0.7906,0.7906,0.42,0.101,0.479,1,0,0
458,"“Certainly like to drink,” Bill said.",0.3612,0.3612,0.333,0.0,0.667,1,0,0
459,Secret of my success.,0.5719,0.5719,0.552,0.0,0.448,1,0,0
460,George’s a great man.,0.6249,0.6249,0.672,0.0,0.328,1,0,0
461,Know the secret of his success?,0.5719,0.5719,0.425,0.0,0.575,1,0,0
462,I’m like a cat that way.” “When did you see Harvey Stone?” “At the Crillon.,0.3612,0.3612,0.161,0.0,0.839,1,0,0
463,Just goes off like a cat.,0.3612,0.3612,0.385,0.0,0.615,1,0,0
464,Pretty sad.” “He’s all right.” “Splendid.,0.4939,0.4939,0.39,0.0,0.61,1,0,0
465,"Wish he wouldn’t keep going off like a cat, though.",0.6369,0.6369,0.426,0.0,0.574,1,0,0
466,Going to give all my friends stuffed animals.,0.4767,0.4767,0.307,0.0,0.693,1,0,0
467,Lady Ashley.” Brett smiled at Bill.,0.5423,0.5423,0.412,0.0,0.588,1,0,0
468,"Come on and eat with us, and we’ll all go to meet him.” “Must clean myself.” “Oh, rot!",0.4574,0.4574,0.15,0.0,0.85,1,0,0
469,"“We might as well go to the Closerie,” Brett said.",0.2732,0.2732,0.189,0.0,0.811,1,0,0
470,"Budapest was wonderful.” “Ask him about Vienna.” “Vienna,” said Bill, “is a strange city.” “Very much like Paris,” Brett smiled at him, wrinkling the corners of her eyes.",0.6369,0.6369,0.189,0.057,0.755,1,0,0
471,"“Very much like Paris at this moment.” “You _have_ a good start.” Sitting out on the terraces of the Lilas Brett ordered a whiskey and soda, I took one, too, and Bill took another pernod.",0.6597,0.6597,0.153,0.0,0.847,1,0,0
472,“I’ve had a good time.” Brett looked at me.,0.4404,0.4404,0.293,0.0,0.707,1,0,0
473,Interesting.,0.4019,0.4019,1.0,0.0,0.0,1,0,0
474,"Not frightfully amusing.” “See anybody?” “No, hardly anybody.",0.3089,0.3089,0.244,0.0,0.756,1,0,0
475,"Didn’t do a thing.” “Sounds like Vienna,” Bill said.",0.3612,0.3612,0.263,0.0,0.737,1,0,0
